
"nodeName", "library", "inputType", "completeName", "summary"
"Curve.TrimSegmentsByParameter","M:Autodesk","System.Double[],System.Boolean","M:Autodesk.DesignScript.Geometry.Curve.TrimSegmentsByParameter(System.Double[],System.Boolean)","Removes several segments of the Curve, disgarding 2nd, 4th, 6th ... segments if the bool is true"
"Curve.SplitByParameter","M:Autodesk","System.Double","M:Autodesk.DesignScript.Geometry.Curve.SplitByParameter(System.Double)","Split a Curve into two pieces at the given parameter"
"Curve.ParameterSplit","M:Autodesk","System.Double","M:Autodesk.DesignScript.Geometry.Curve.ParameterSplit(System.Double)","Split a Curve into two pieces at the given parameter"
"Curve.SplitByParameter","M:Autodesk","System.Double[]","M:Autodesk.DesignScript.Geometry.Curve.SplitByParameter(System.Double[])","Split a Curve into multiple pieces at the given parameters"
"Curve.ParameterSplit","M:Autodesk","System.Double[]","M:Autodesk.DesignScript.Geometry.Curve.ParameterSplit(System.Double[])","Split a Curve into multiple pieces at the given parameters"
"Curve.SplitByPoints","M:Autodesk","System.Collections.Generic.IEnumerable{Autodesk.DesignScript.Geometry.Point}","M:Autodesk.DesignScript.Geometry.Curve.SplitByPoints(System.Collections.Generic.IEnumerable{Autodesk.DesignScript.Geometry.Point})","Split a Curve into multiple pieces at the given points"
"Curve.Join","M:Autodesk","Autodesk.DesignScript.Geometry.Curve","M:Autodesk.DesignScript.Geometry.Curve.Join(Autodesk.DesignScript.Geometry.Curve)","Join this curve and the input curve into a new PolyCurve, maintaining the original curves exactly."
"Curve.Join","M:Autodesk","System.Collections.Generic.IEnumerable{Autodesk.DesignScript.Geometry.Curve}","M:Autodesk.DesignScript.Geometry.Curve.Join(System.Collections.Generic.IEnumerable{Autodesk.DesignScript.Geometry.Curve})","Join set of curves to the start of the end of the polycurve.Flips curves to assure connectivity."
"Curve.Extrude","M:Autodesk","System.Double","M:Autodesk.DesignScript.Geometry.Curve.Extrude(System.Double)","Extrudes a Curve in the normal Vector direction"
"Curve.Extrude","M:Autodesk","Autodesk.DesignScript.Geometry.Vector","M:Autodesk.DesignScript.Geometry.Curve.Extrude(Autodesk.DesignScript.Geometry.Vector)","Extrudes a Curve in the specified direction, by the length of the input Vector"
"Curve.Extrude","M:Autodesk","Autodesk.DesignScript.Geometry.Vector,System.Double","M:Autodesk.DesignScript.Geometry.Curve.Extrude(Autodesk.DesignScript.Geometry.Vector,System.Double)","Extrudes a Curve in the specified direction, by the specified distance"
"Curve.ExtrudeAsSolid","M:Autodesk","System.Double","M:Autodesk.DesignScript.Geometry.Curve.ExtrudeAsSolid(System.Double)","Extrudes a Curve in the Normal direction by the specified distance. Curve must be closed."
"Curve.ExtrudeAsSolid","M:Autodesk","Autodesk.DesignScript.Geometry.Vector","M:Autodesk.DesignScript.Geometry.Curve.ExtrudeAsSolid(Autodesk.DesignScript.Geometry.Vector)","Extrudes a Curve in the specified direction, by the length of the input Vector. Curve must be closed."
"Curve.ExtrudeAsSolid","M:Autodesk","Autodesk.DesignScript.Geometry.Vector,System.Double","M:Autodesk.DesignScript.Geometry.Curve.ExtrudeAsSolid(Autodesk.DesignScript.Geometry.Vector,System.Double)","Extrudes a Curve in the specified direction, by the specified distance. Curve must be closed."
"Curve.Extend","M:Autodesk","System.Double,Autodesk.DesignScript.Geometry.Point","M:Autodesk.DesignScript.Geometry.Curve.Extend(System.Double,Autodesk.DesignScript.Geometry.Point)","Extend a Curve by a given distance at a particular end determined by a pick Point.The picked side will be extended.Closed curves like Circles and Ellipses cannot be extended."
"Curve.ExtendStart","M:Autodesk","System.Double","M:Autodesk.DesignScript.Geometry.Curve.ExtendStart(System.Double)","Extend a Curve by a given distance on its start side.Closed curves like Circles and Ellipses cannot be extended."
"Curve.ExtendEnd","M:Autodesk","System.Double","M:Autodesk.DesignScript.Geometry.Curve.ExtendEnd(System.Double)","Extend a Curve by a given distance on its end.Closed curves like Circles and Ellipses cannot be extended."
"Curve.ApproximateWithArcAndLineSegments","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Curve.ApproximateWithArcAndLineSegments","Approximate a Curve with a collection of Arcs and Lines"
"Curve.ToNurbsCurve","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Curve.ToNurbsCurve","Converts the Curve to a NurbsCurve approximation"
"Curve.Patch","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Curve.Patch","Patch a closed Curve"
"Curve.Project","M:Autodesk","Autodesk.DesignScript.Geometry.Geometry,Autodesk.DesignScript.Geometry.Vector","M:Autodesk.DesignScript.Geometry.Curve.Project(Autodesk.DesignScript.Geometry.Geometry,Autodesk.DesignScript.Geometry.Vector)","Project another piece of Geometry onto this along a given direction Vector"
"Curve.SweepAsSurface","M:Autodesk","Autodesk.DesignScript.Geometry.Curve","M:Autodesk.DesignScript.Geometry.Curve.SweepAsSurface(Autodesk.DesignScript.Geometry.Curve)","Sweeps this Curve along the path Curve, creating a Surface"
"Curve.SweepAsSolid","M:Autodesk","Autodesk.DesignScript.Geometry.Curve","M:Autodesk.DesignScript.Geometry.Curve.SweepAsSolid(Autodesk.DesignScript.Geometry.Curve)","Sweeps this closed Curve along the path Curve, creating a Solid"
"Curve.Simplify","M:Autodesk","System.Double","M:Autodesk.DesignScript.Geometry.Curve.Simplify(System.Double)","Returns a new Curve approximated with the supplied tolerance"
"Cylinder.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Cylinder.ToString","Get a string representation of the Cylinder"
"Cylinder.ByRadiusHeight","M:Autodesk","Autodesk.DesignScript.Geometry.CoordinateSystem,System.Double,System.Double","M:Autodesk.DesignScript.Geometry.Cylinder.ByRadiusHeight(Autodesk.DesignScript.Geometry.CoordinateSystem,System.Double,System.Double)","Construct a Solid Cylinder defined by a parent CoordinateSystem, the radius, and the height of the cylinder"
"Cylinder.ByPointsRadius","M:Autodesk","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point,System.Double","M:Autodesk.DesignScript.Geometry.Cylinder.ByPointsRadius(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Point,System.Double)","Construct a Solid Cylinder given the bottom and top center point of the Cylinder."
"Cylinder.Radius","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Cylinder.Radius","The radius of the Cylinder"
"Cylinder.Height","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Cylinder.Height","The total height"
"Cylinder.Axis","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Cylinder.Axis","Axis of the cylinder"
"Edge.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Edge.ToString","Get a string representation of the Edge"
"Edge.CurveGeometry","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Edge.CurveGeometry","The underlying Curve making up the Edge"
"Edge.AdjacentFaces","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Edge.AdjacentFaces","The Faces adjacent to this Edge"
"Edge.StartVertex","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Edge.StartVertex","The Vertex at which this Edge starts"
"Edge.EndVertex","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Edge.EndVertex","The Vertex at which this Edge ends"
"Edge.CoEdges","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Edge.CoEdges","The CoEdges associated with this Edge"
"Ellipse.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Ellipse.ToString","Get a string representation of the Ellipse"
"Ellipse.ByOriginRadii","M:Autodesk","Autodesk.DesignScript.Geometry.Point,System.Double,System.Double","M:Autodesk.DesignScript.Geometry.Ellipse.ByOriginRadii(Autodesk.DesignScript.Geometry.Point,System.Double,System.Double)","Create an Ellipse centered at input Point, aligned with WCS XY Plane, with specified X and Y axis radii."
"Ellipse.ByOriginVectors","M:Autodesk","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,Autodesk.DesignScript.Geometry.Vector","M:Autodesk.DesignScript.Geometry.Ellipse.ByOriginVectors(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,Autodesk.DesignScript.Geometry.Vector)","Create an Ellipse centered at input Point, with two specified axes.Axes should be be at 90 degrees to each other."
"Ellipse.ByCoordinateSystemRadii","M:Autodesk","Autodesk.DesignScript.Geometry.CoordinateSystem,System.Double,System.Double","M:Autodesk.DesignScript.Geometry.Ellipse.ByCoordinateSystemRadii(Autodesk.DesignScript.Geometry.CoordinateSystem,System.Double,System.Double)","Create an Ellipse centered and aligned with input CoordinateSystem,with a x_radius radius in the CS X direction, and y_radius radius in theCS Y direction."
"Ellipse.ByPlaneRadii","M:Autodesk","Autodesk.DesignScript.Geometry.Plane,System.Double,System.Double","M:Autodesk.DesignScript.Geometry.Ellipse.ByPlaneRadii(Autodesk.DesignScript.Geometry.Plane,System.Double,System.Double)","Create an Ellipse centered and aligned with input Plane, with a x_radiusradius in the Plane X axis direction, and y_radius radius in thePlane Y axis direction."
"Ellipse.CenterPoint","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Ellipse.CenterPoint","The center of the Ellipse"
"Ellipse.MajorAxis","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Ellipse.MajorAxis","The major axis of the Ellipse.This is the longer axis.The length of the Vector is the Major radius."
"Ellipse.MinorAxis","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Ellipse.MinorAxis","The minor axis of the Ellipse.This is the shorter axis.The length of the Vector is the Minor radius."
"EllipseArc.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.EllipseArc.ToString","Get a string representation of the EllipseArc"
"EllipseArc.ByPlaneRadiiAngles","M:Autodesk","Autodesk.DesignScript.Geometry.Plane,System.Double,System.Double,System.Double,System.Double","M:Autodesk.DesignScript.Geometry.EllipseArc.ByPlaneRadiiAngles(Autodesk.DesignScript.Geometry.Plane,System.Double,System.Double,System.Double,System.Double)","Create an EllipseArc in a plane with the given the radii along the X and Y axes and the angles to sweep through"
"EllipseArc.ByPlaneRadiiStartAngleSweepAngle","M:Autodesk","Autodesk.DesignScript.Geometry.Plane,System.Double,System.Double,System.Double,System.Double","M:Autodesk.DesignScript.Geometry.EllipseArc.ByPlaneRadiiStartAngleSweepAngle(Autodesk.DesignScript.Geometry.Plane,System.Double,System.Double,System.Double,System.Double)","Create an EllipseArc in a plane with the given the radii along the X and Y axes and the angles to sweep through"
"EllipseArc.CenterPoint","P:Autodesk","","P:Autodesk.DesignScript.Geometry.EllipseArc.CenterPoint","The center of the Ellipse"
"EllipseArc.MajorAxis","P:Autodesk","","P:Autodesk.DesignScript.Geometry.EllipseArc.MajorAxis","The major axis of the Ellipse.This is the longer axis.The length of the Vector is the Major radius."
"EllipseArc.MinorAxis","P:Autodesk","","P:Autodesk.DesignScript.Geometry.EllipseArc.MinorAxis","The minor axis of the Ellipse.This is the shorter axis.The length of the Vector is the Minor radius."
"EllipseArc.StartAngle","P:Autodesk","","P:Autodesk.DesignScript.Geometry.EllipseArc.StartAngle","The start angle in degrees"
"EllipseArc.SweepAngle","P:Autodesk","","P:Autodesk.DesignScript.Geometry.EllipseArc.SweepAngle","The total sweep angle in degrees"
"EllipseArc.Plane","P:Autodesk","","P:Autodesk.DesignScript.Geometry.EllipseArc.Plane","The plane in which the ellipse lies"
"Face.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Face.ToString","Get a string representation of the Face"
"Face.Edges","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Face.Edges","All of the Edges around this Face in counterclockwise order"
"Face.Vertices","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Face.Vertices","All of the Vertices around this Face in counterclockwise order"
"Face.Loops","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Face.Loops","All of the Loops contained by this Face"
"Face.SurfaceGeometry","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Face.SurfaceGeometry","The underlying Surface making up the Face"
"Helix.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Helix.ToString","Get a string representation of the Helix"
"Helix.ByAxis","M:Autodesk","Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,Autodesk.DesignScript.Geometry.Point,System.Double,System.Double","M:Autodesk.DesignScript.Geometry.Helix.ByAxis(Autodesk.DesignScript.Geometry.Point,Autodesk.DesignScript.Geometry.Vector,Autodesk.DesignScript.Geometry.Point,System.Double,System.Double)","Create a Helix. The helix always rotates clockwise about the suppliedaxis direction. If viewing along the axis direction, the viewer will seethe point turning clockwise around the axis as it moves along the curvein the direction of increasing parameter. Pitch is Distance the helixmoves in the axis direction per turn. This can be positive or negative."
"Helix.Angle","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Helix.Angle","The angle in degrees through which the Helix turns over its length"
"Helix.Pitch","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Helix.Pitch","The pitch of the helix"
"Helix.Radius","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Helix.Radius","The radius of the arc"
"Helix.AxisDirection","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Helix.AxisDirection","The direction of the axis of the Helix"
"Helix.AxisPoint","P:Autodesk","","P:Autodesk.DesignScript.Geometry.Helix.AxisPoint","The base point of the Helix axis"
"IndexGroup.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.IndexGroup.ToString","Get a string representation of the IndexGroup"
"IndexGroup.Equals","M:Autodesk","System.Object","M:Autodesk.DesignScript.Geometry.IndexGroup.Equals(System.Object)","Compare two IndexGroup's"
"IndexGroup.GetHashCode","M:Autodesk","","M:Autodesk.DesignScript.Geometry.IndexGroup.GetHashCode","Get a hashcode for this type"
"IndexGroup.ByIndices","M:Autodesk","System.UInt32,System.UInt32,System.UInt32,System.UInt32","M:Autodesk.DesignScript.Geometry.IndexGroup.ByIndices(System.UInt32,System.UInt32,System.UInt32,System.UInt32)","Create an IndexGroup storing four indices"
"IndexGroup.ByIndices","M:Autodesk","System.UInt32,System.UInt32,System.UInt32","M:Autodesk.DesignScript.Geometry.IndexGroup.ByIndices(System.UInt32,System.UInt32,System.UInt32)","Create an IndexGroup storing three indices"
"IndexGroup.Count","P:Autodesk","","P:Autodesk.DesignScript.Geometry.IndexGroup.Count","Either 3 or 4, depending if it represents a triangle or a quad"
"IndexGroup.A","P:Autodesk","","P:Autodesk.DesignScript.Geometry.IndexGroup.A","The first index"
"IndexGroup.B","P:Autodesk","","P:Autodesk.DesignScript.Geometry.IndexGroup.B","The second index"
"IndexGroup.C","P:Autodesk","","P:Autodesk.DesignScript.Geometry.IndexGroup.C","The third index"
"IndexGroup.D","P:Autodesk","","P:Autodesk.DesignScript.Geometry.IndexGroup.D","The fourth index"
"Line.ToString","M:Autodesk","","M:Autodesk.DesignScript.Geometry.Line.ToString","Get a string representation of the Line"
